Date,AAPL,MSFT,GOOG,AMZN,NVDA,TSLA,META,JPM,V,NFLX
2015-01-02,24.2885799407959,39.99869918823242,26.045289993286133,15.425999641418457,0.483099102973938,14.620667457580566,78.08200073242188,47.17426300048828,61.570621490478516,49.84857177734375
2015-01-05,23.604337692260742,39.63087463378906,25.502361297607422,15.10949993133545,0.4749394953250885,14.005999565124512,76.82791137695312,45.70973205566406,60.2115364074707,47.31142807006836
2015-01-06,23.606557846069336,39.04920959472656,24.911293029785156,14.76449966430664,0.4605400562286377,14.085332870483398,75.79279327392578,44.5245246887207,59.82355499267578,46.50143051147461
2015-01-07,23.93757438659668,39.54533004760742,24.868610382080078,14.920999526977539,0.4593401253223419,14.063332557678223,75.79279327392578,44.59246826171875,60.62507629394531,46.74285888671875
2015-01-08,24.857297897338867,40.70869064331055,24.947023391723633,15.02299976348877,0.47661930322647095,14.041333198547363,77.81327056884766,45.58895492553711,61.43819808959961,47.779998779296875
2015-01-09,24.883968353271484,40.36652755737305,24.623947143554688,14.846500396728516,0.47853922843933105,13.77733325958252,77.37533569335938,44.796295166015625,60.52748107910156,47.04142761230469
2015-01-12,24.270809173583984,39.86183166503906,24.444292068481445,14.570500373840332,0.4725395739078522,13.480667114257812,76.36012268066406,44.41129684448242,60.409000396728516,45.547142028808594
2015-01-13,24.486305236816406,39.65653991699219,24.624439239501953,14.737000465393066,0.47181960940361023,13.616666793823242,76.09138488769531,44.4188346862793,60.58556365966797,46.255714416503906
2015-01-14,24.392993927001953,39.314369201660156,24.857196807861328,14.66349983215332,0.4737394154071808,12.845999717712402,75.92218017578125,42.886383056640625,59.37284851074219,46.31999969482422
2015-01-15,23.730966567993164,38.903778076171875,24.902854919433594,14.34749984741211,0.47037968039512634,12.791333198547363,73.70265197753906,41.5124397277832,58.80828094482422,46.25143051147461
2015-01-16,23.546571731567383,39.55389404296875,25.21501350402832,14.536999702453613,0.47901931405067444,12.871333122253418,74.82733917236328,42.222049713134766,59.23109817504883,48.191429138183594
2015-01-20,24.153064727783203,39.682212829589844,25.15645408630371,14.472000122070312,0.48045921325683594,12.795332908630371,75.88236236572266,42.055973052978516,59.67021179199219,49.82857131958008
2015-01-21,24.33745574951172,39.2801513671875,25.70931053161621,14.862500190734863,0.487178772687912,13.104666709899902,76.38001251220703,42.191864013671875,59.77244186401367,58.468570709228516
2015-01-22,24.97060775756836,40.315208435058594,26.52072525024414,15.515999794006348,0.4955786168575287,13.441332817077637,77.28575134277344,43.47520065307617,59.84677505493164,61.20571517944336
2015-01-23,25.099456787109375,40.35797119140625,26.796659469604492,15.619500160217285,0.49701857566833496,13.419333457946777,77.46490478515625,42.788238525390625,60.007080078125,62.494285583496094
2015-01-26,25.126121520996094,40.212547302246094,26.56142234802246,15.482999801635742,0.49485865235328674,13.770000457763672,77.13646697998047,42.85618591308594,59.59818649291992,63.79428482055664
2015-01-27,24.246366500854492,36.49155044555664,25.73859214782715,15.337499618530273,0.4710996747016907,13.732000350952148,75.42452239990234,42.425880432128906,58.311126708984375,64.88143157958984
2015-01-28,25.617094039916992,35.23411178588867,25.310298919677734,15.195500373840332,0.46342000365257263,13.291333198547363,75.88236236572266,41.33124923706055,57.23544692993164,63.20857238769531
2015-01-29,26.414634704589844,35.935523986816406,25.343055725097656,15.58899974822998,0.4746994376182556,13.680000305175781,77.63410949707031,42.025779724121094,57.616451263427734,63.400001525878906
2015-01-30,26.02808380126953,34.558326721191406,26.52718162536621,17.726499557495117,0.46078014373779297,13.573332786560059,75.55391693115234,41.05195236206055,59.22181701660156,63.11428451538086
2015-02-02,26.354650497436523,35.31107711791992,26.227428436279297,18.223499298095703,0.47085970640182495,14.062666893005371,74.63822937011719,41.87479019165039,59.32173156738281,63.0099983215332
2015-02-03,26.35909080505371,35.58481979370117,26.26514434814453,18.177499771118164,0.48261910676956177,14.557332992553711,75.04631042480469,42.81843185424805,60.355594635009766,65.27428436279297
2015-02-04,26.561260223388672,35.79011535644531,25.94355583190918,18.237499237060547,0.4838190972805023,14.569999694824219,75.27522277832031,42.561767578125,61.5404167175293,64.10143280029297
2015-02-05,26.750843048095703,36.31191635131836,26.18276023864746,18.694499969482422,0.49173882603645325,14.732666969299316,75.25533294677734,42.85618591308594,63.14579772949219,64.12999725341797
2015-02-06,26.525577545166016,36.27769088745117,26.35249137878418,18.714000701904297,0.4895786941051483,14.490667343139648,74.12066650390625,43.70167541503906,62.128211975097656,63.47999954223633
2015-02-09,26.70177459716797,36.23491668701172,26.195167541503906,18.527999877929688,0.4890986680984497,14.498666763305664,74.0908203125,43.64883804321289,61.6728401184082,63.29571533203125
2015-02-10,27.214759826660156,36.440208435058594,26.64727783203125,18.649999618530273,0.5027782320976257,14.419333457946777,74.83728790283203,44.13197326660156,61.46143341064453,64.8499984741211
2015-02-11,27.85264015197754,36.25202941894531,26.59914207458496,18.756999969482422,0.4994184374809265,14.186667442321777,76.1511001586914,44.064029693603516,61.908321380615234,64.98428344726562
2015-02-12,28.205034255981445,36.85938262939453,26.944549560546875,18.85849952697754,0.5351768136024475,13.525333404541016,75.87240600585938,44.96991729736328,63.05342483520508,65.24714660644531
2015-02-13,28.34331703186035,37.52659225463867,27.246292114257812,19.09149932861328,0.5354169011116028,13.584667205810547,75.38470458984375,45.045406341552734,62.75550842285156,66.5857162475586
2015-02-17,28.510587692260742,37.54381561279297,26.940086364746094,18.771499633789062,0.5370966792106628,13.623332977294922,75.24537658691406,45.370025634765625,63.04411315917969,67.13714599609375
2015-02-18,28.709095001220703,37.500732421875,26.78425407409668,18.668500900268555,0.5308570265769958,13.630666732788086,76.35015869140625,44.818939208984375,62.63680648803711,67.86571502685547
2015-02-19,28.64886474609375,37.47489547729492,26.941574096679688,18.950000762939453,0.5322970747947693,14.11400032043457,79.04744720458984,44.7132453918457,62.63216018676758,67.80000305175781
2015-02-20,28.883060455322266,37.785030364990234,26.747032165527344,19.183000564575195,0.5361367464065552,14.473999977111816,79.52520751953125,45.143550872802734,63.53986358642578,68.31428527832031
2015-02-23,29.663679122924805,38.03486251831055,26.39765167236328,19.006999969482422,0.5318171381950378,13.822667121887207,78.47016143798828,44.80384063720703,63.54220962524414,67.40571594238281
2015-02-24,29.478561401367188,37.98316955566406,26.6050968170166,18.929500579833984,0.5374784469604492,13.607333183288574,78.08200073242188,45.91354751586914,63.416507720947266,67.83999633789062
2015-02-25,28.724702835083008,37.897029876708984,26.991201400756836,19.26849937438965,0.5333829522132874,13.583999633789062,79.1867904663086,46.15512466430664,63.54220962524414,68.33285522460938
2015-02-26,29.088260650634766,37.957332611083984,27.567380905151367,19.239999771118164,0.5348283648490906,13.812666893005371,80.03280639648438,46.4872932434082,63.71440124511719,69.00428771972656
2015-02-27,28.651105880737305,37.77642059326172,27.712299346923828,19.007999420166016,0.5314556360244751,13.555999755859375,78.59956359863281,46.26081085205078,63.14651870727539,67.84428405761719
2015-03-02,28.791616439819336,37.80226516723633,28.35448455810547,19.283000946044922,0.5444650053977966,13.155332565307617,79.37590026855469,46.63072967529297,64.77108001708984,68.60713958740234
2015-03-03,28.851831436157227,37.28535842895508,28.468629837036133,19.230499267578125,0.5343465805053711,13.303999900817871,79.22660064697266,46.78170394897461,64.07518005371094,67.81571197509766
2015-03-04,28.668949127197266,37.0958366394043,28.455228805541992,19.13599967956543,0.5403695106506348,13.496000289916992,80.52050018310547,46.902496337890625,63.71440124511719,67.11000061035156
2015-03-05,28.19388198852539,37.138912200927734,28.552501678466797,19.39150047302246,0.5507287383079529,13.375332832336426,80.82904815673828,46.80435562133789,63.80287551879883,66.80714416503906
2015-03-06,28.23625373840332,36.49279022216797,28.173093795776367,19.004499435424805,0.5432606339454651,12.925333023071289,79.63468170166016,45.966392517089844,62.687992095947266,64.87428283691406
2015-03-09,28.35669708251953,36.9149284362793,28.230911254882812,18.92799949645996,0.5447058081626892,12.725333213806152,79.06735229492188,46.42688751220703,63.1721076965332,63.66143035888672
2015-03-10,27.770111083984375,36.208492279052734,27.544057846069336,18.475500106811523,0.5541015863418579,12.687999725341797,77.18621826171875,45.264339447021484,61.72446823120117,62.15142822265625
2015-03-11,27.26382827758789,36.16542434692383,27.35398292541504,18.318500518798828,0.5512104630470276,12.916000366210938,77.20613098144531,45.47572326660156,61.619693756103516,62.88428497314453
2015-03-12,27.756731033325195,35.338401794433594,27.568872451782227,18.711999893188477,0.546151340007782,12.73799991607666,78.55974578857422,46.328758239746094,62.743858337402344,64.04571533203125
2015-03-13,27.564924240112305,35.648521423339844,27.16242027282715,18.52899932861328,0.5468741059303284,12.578666687011719,77.68387603759766,46.04944610595703,61.68486404418945,62.628570556640625
2015-03-16,27.86824607849121,35.80360412597656,27.519245147705078,18.667499542236328,0.5533789396286011,13.046667098999023,77.70378875732422,46.69110870361328,62.6135139465332,60.281429290771484
2015-03-17,28.334388732910156,35.924224853515625,27.33711051940918,18.59600067138672,0.5601244568824768,12.982000350952148,78.98773956298828,46.50993347167969,61.56151580810547,59.788570404052734
2015-03-18,28.653331756591797,36.613399505615234,27.766887664794922,18.756999969482422,0.5509693622589111,13.380666732788086,80.53046417236328,46.61563491821289,62.2993278503418,60.44571304321289
2015-03-19,28.436994552612305,36.43247985839844,27.691951751708984,18.66200065612793,0.5594016313552856,13.043333053588867,82.36183166503906,46.2004280090332,62.199241638183594,60.744285583496094
2015-03-20,28.080135345458984,36.94078063964844,27.809566497802734,18.92449951171875,0.5654242634773254,13.20533275604248,83.40690612792969,46.61563491821289,62.75783920288086,61.18571472167969
2015-03-23,28.37230682373047,36.92353439331055,27.732643127441406,18.75550079345703,0.5471150279045105,13.308667182922363,84.03395080566406,46.15512466430664,62.45061492919922,60.71428680419922
2015-03-24,28.256324768066406,36.9580078125,28.29741096496582,18.704500198364258,0.5396467447280884,13.447999954223633,84.90982055664062,45.641788482666016,62.46923065185547,62.611427307128906
2015-03-25,27.518075942993164,35.71744918823242,27.731403350830078,18.54800033569336,0.5068822503089905,12.953332901000977,82.53103637695312,45.000125885009766,61.19377899169922,60.25
2015-03-26,27.709890365600586,35.50206756591797,27.552000045776367,18.36750030517578,0.5051960349082947,12.694000244140625,82.62060546875,44.947269439697266,61.06343460083008,59.75143051147461
2015-03-27,27.489086151123047,35.295326232910156,27.213041305541992,18.527999877929688,0.5150734186172485,12.333333015441895,82.90924835205078,44.95481491088867,61.01689147949219,59.25285720825195
2015-03-30,28.184955596923828,35.286705017089844,27.396167755126953,18.72949981689453,0.5172414779663086,12.704667091369629,82.8097152709961,46.01925277709961,61.12860107421875,60.36714172363281
2015-03-31,27.75226593017578,35.02827072143555,27.1961669921875,18.604999542236328,0.5042324066162109,12.584667205810547,81.83431243896484,45.732383728027344,60.895870208740234,59.52714157104492
2015-04-01,27.712125778198242,35.07994079589844,26.92618751525879,18.51300048828125,0.5061597228050232,12.505999565124512,81.28689575195312,45.55760955810547,60.68173599243164,59.01714324951172
2015-04-02,27.950769424438477,34.70949935913086,26.57730484008789,18.612499237060547,0.5073643326759338,12.733332633972168,81.17740631103516,45.99074935913086,60.78415298461914,59.1542854309082
